Account Transactions,,,,,,,,,
AustGrade Mascot Swimming Pty Ltd,,,,,,,,,
For the period 1 July 2025 to 30 June 2026,,,,,,,,,
,,,,,,,,,
"Account Type contains Asset, Liability, Equity",,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Debit,Credit,Running Balance,Gross,GST,Account
08 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.64,0.00,"(3,545.46)",(0.64),0.00,GST
08 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,1.18,0.00,"(3,546.64)",(1.18),0.00,GST
11 Dec 2025,Payable Invoice,Kevin Joyce,INV-45163,45.00,0.00,"(3,591.64)",(45.00),0.00,GST
12 Dec 2025,Payable Invoice,BUNNINGS,,11.45,0.00,"(3,603.09)",(11.45),0.00,GST
12 Dec 2025,Payable Invoice,KMART,,4.18,0.00,"(3,607.27)",(4.18),0.00,GST
12 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.91,0.00,"(3,608.18)",(0.91),0.00,GST
12 Dec 2025,Spend Money,Origin Energy,,229.06,0.00,"(3,837.24)",(229.06),0.00,GST
12 Dec 2025,Spend Money,AOZ PRINT AND GRAPHI,,0.91,0.00,"(3,838.15)",(0.91),0.00,GST
13 Dec 2025,Payable Invoice,Bunning,,9.01,0.00,"(3,847.16)",(9.01),0.00,GST
13 Dec 2025,Payable Invoice,Budget Petrol,,10.15,0.00,"(3,857.31)",(10.15),0.00,GST
14 Dec 2025,Payable Invoice,Christophers cake,,3.74,0.00,"(3,861.05)",(3.74),0.00,GST
14 Dec 2025,Payable Invoice,IGA,,0.57,0.00,"(3,861.62)",(0.57),0.00,GST
15 Dec 2025,Spend Money,VI consultation,,0.18,0.00,"(3,861.80)",(0.18),0.00,GST
16 Dec 2025,Spend Money,Waster Pty Ltd,,13.40,0.00,"(3,875.20)",(13.40),0.00,GST
19 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.55,0.00,"(3,875.75)",(0.55),0.00,GST
20 Dec 2025,Payable Invoice,IGA,,1.50,0.00,"(3,877.25)",(1.50),0.00,GST
20 Dec 2025,Payable Invoice,KMART,,2.65,0.00,"(3,879.90)",(2.65),0.00,GST
22 Dec 2025,Payable Invoice,Budget Petrol,,7.25,0.00,"(3,887.15)",(7.25),0.00,GST
23 Dec 2025,Payable Invoice,APC,INV/2025/24228,194.00,0.00,"(4,081.15)",(194.00),0.00,GST
23 Dec 2025,Payable Invoice,all purpose coating,,194.00,0.00,"(4,275.15)",(194.00),0.00,GST
23 Dec 2025,Payable Credit Note,APC,INV/2025/24228,0.00,194.00,"(4,081.15)",194.00,0.00,GST
25 Dec 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0053,0.00,252.27,"(3,828.88)",252.27,0.00,GST
29 Dec 2025,Receive Money,Expoxy master,,0.00,194.00,"(3,634.88)",194.00,0.00,GST
31 Dec 2025,Payable Invoice,Waster Pty Ltd,00137502,25.00,0.00,"(3,659.88)",(25.00),0.00,GST
31 Dec 2025,Spend Money,Merchant Fee,,2.24,0.00,"(3,662.12)",(2.24),0.00,GST
31 Dec 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,"(3,709.06)",(46.94),0.00,GST
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Sep 25 BAS,#11264,0.00,"4,389.00",679.94,"4,389.00",0.00,GST
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile GST Holding as of 31 Dec 2025,#11286,"2,369.30",0.00,"(1,689.36)","(2,369.30)",0.00,GST
02 Jan 2026,Spend Money,TAXIDEAS,,33.00,0.00,"(1,722.36)",(33.00),0.00,GST
02 Jan 2026,Spend Money,Think smart,,35.40,0.00,"(1,757.76)",(35.40),0.00,GST
05 Jan 2026,Spend Money,TELSTRA,,17.27,0.00,"(1,775.03)",(17.27),0.00,GST
06 Jan 2026,Payable Invoice,BUNNINGS,,22.89,0.00,"(1,797.92)",(22.89),0.00,GST
08 Jan 2026,Payable Invoice,A J Duffy,96324,"1,587.96",0.00,"(3,385.88)","(1,587.96)",0.00,GST
08 Jan 2026,Payable Invoice,IGA,,0.16,0.00,"(3,386.04)",(0.16),0.00,GST
08 Jan 2026,Spend Money,Origin Energy,,193.67,0.00,"(3,579.71)",(193.67),0.00,GST
09 Jan 2026,Payable Invoice,officework,,10.64,0.00,"(3,590.35)",(10.64),0.00,GST
09 Jan 2026,Payable Invoice,Budget Petrol,,10.15,0.00,"(3,600.50)",(10.15),0.00,GST
12 Jan 2026,Receive Money,DONNA LOHMEYERA,,0.00,9.55,"(3,590.95)",9.55,0.00,GST
12 Jan 2026,Receive Money,Donna Lohmeyer,,0.00,8.18,"(3,582.77)",8.18,0.00,GST
12 Jan 2026,Spend Money,VIP mall,,44.46,0.00,"(3,627.23)",(44.46),0.00,GST
14 Jan 2026,Payable Invoice,IGA,,1.17,0.00,"(3,628.40)",(1.17),0.00,GST
15 Jan 2026,Payable Invoice,JB HI FI,,9.53,0.00,"(3,637.93)",(9.53),0.00,GST
16 Jan 2026,Payable Invoice,IGA,,1.21,0.00,"(3,639.14)",(1.21),0.00,GST
17 Jan 2026,Payable Invoice,BUNNINGS,,4.27,0.00,"(3,643.41)",(4.27),0.00,GST
17 Jan 2026,Payable Invoice,freshway cleaning,,4.55,0.00,"(3,647.96)",(4.55),0.00,GST
19 Jan 2026,Spend Money,Origin Energy,,165.05,0.00,"(3,813.01)",(165.05),0.00,GST
21 Jan 2026,Payable Invoice,Budget Petrol,,10.15,0.00,"(3,823.16)",(10.15),0.00,GST
21 Jan 2026,Spend Money,G18 discount market,,4.18,0.00,"(3,827.34)",(4.18),0.00,GST
21 Jan 2026,Spend Money,Austgrade Leasing,,200.89,0.00,"(4,028.23)",(200.89),0.00,GST
22 Jan 2026,Payable Invoice,Bunning,W279119756,18.98,0.00,"(4,047.21)",(18.98),0.00,GST
22 Jan 2026,Payable Invoice,KMART,,8.55,0.00,"(4,055.76)",(8.55),0.00,GST
22 Jan 2026,Spend Money,Mr Pool man,,5.92,0.00,"(4,061.68)",(5.92),0.00,GST
23 Jan 2026,Payable Invoice,BUNNINGS,,2.36,0.00,"(4,064.04)",(2.36),0.00,GST
28 Jan 2026,Payable Invoice,IGA,,2.34,0.00,"(4,066.38)",(2.34),0.00,GST
28 Jan 2026,Payable Invoice,AOZ PRINT AND GRAPHI,,1.36,0.00,"(4,067.74)",(1.36),0.00,GST
29 Jan 2026,Payable Invoice,AOZ PRINT AND GRAPHI,,1.09,0.00,"(4,068.83)",(1.09),0.00,GST
30 Jan 2026,Spend Money,Merchant Fee,,2.95,0.00,"(4,071.78)",(2.95),0.00,GST
31 Jan 2026,Manual Journal,to reconcile profit and loss as of 31 January 2026,#11296,"5,400.00",0.00,"(9,471.78)","(5,400.00)",0.00,GST
02 Feb 2026,Spend Money,Icare Workers Insurance,,70.06,0.00,"(9,541.84)",(70.06),0.00,GST
02 Feb 2026,Spend Money,136760482 THINKSMART SOFTW AUSTGRADE MASCOT,,35.77,0.00,"(9,577.61)",(35.77),0.00,GST
02 Feb 2026,Spend Money,TAXIDEAS,,33.00,0.00,"(9,610.61)",(33.00),0.00,GST
03 Feb 2026,Spend Money,AOZ PRINT AND GRAPHI,,0.91,0.00,"(9,611.52)",(0.91),0.00,GST
03 Feb 2026,Spend Money,G18 discount market,,1.42,0.00,"(9,612.94)",(1.42),0.00,GST
04 Feb 2026,Spend Money,Budget Petrol,,7.25,0.00,"(9,620.19)",(7.25),0.00,GST
04 Feb 2026,Spend Money,Origin Energy,,74.52,0.00,"(9,694.71)",(74.52),0.00,GST
04 Feb 2026,Spend Money,G18 discount market,,0.78,0.00,"(9,695.49)",(0.78),0.00,GST
05 Feb 2026,Spend Money,Mascot post shop,,0.45,0.00,"(9,695.94)",(0.45),0.00,GST
05 Feb 2026,Spend Money,IGA,,1.09,0.00,"(9,697.03)",(1.09),0.00,GST
06 Feb 2026,Payable Invoice,IGA,,4.56,0.00,"(9,701.59)",(4.56),0.00,GST
06 Feb 2026,Receive Money,Flexipay,,0.00,1.64,"(9,699.95)",1.64,0.00,GST
09 Feb 2026,Spend Money,KMART,,1.68,0.00,"(9,701.63)",(1.68),0.00,GST
09 Feb 2026,Spend Money,CLEAN LIKE A PRO OXENFORD,,8.09,0.00,"(9,709.72)",(8.09),0.00,GST
10 Feb 2026,Spend Money,AOZ PRINT AND GRAPHI,,0.23,0.00,"(9,709.95)",(0.23),0.00,GST
11 Feb 2026,Spend Money,KENSINGTON SPARES AUMASCOT,,1.81,0.00,"(9,711.76)",(1.81),0.00,GST
13 Feb 2026,Spend Money,AOZ PRINT AND GRAPHI,,2.27,0.00,"(9,714.03)",(2.27),0.00,GST
16 Feb 2026,Payable Invoice,officework,1020437316,21.45,0.00,"(9,735.48)",(21.45),0.00,GST
16 Feb 2026,Spend Money,G18 discount market,,1.24,0.00,"(9,736.72)",(1.24),0.00,GST
19 Feb 2026,Spend Money,IGA,,1.64,0.00,"(9,738.36)",(1.64),0.00,GST
27 Feb 2026,Receive Money,KMART,,0.00,5.45,"(9,732.91)",5.45,0.00,GST
27 Feb 2026,Spend Money,Merchant Fee,,2.16,0.00,"(9,735.07)",(2.16),0.00,GST
02 Mar 2026,Spend Money,Waster Pty Ltd,,18.79,0.00,"(9,753.86)",(18.79),0.00,GST
02 Mar 2026,Spend Money,TAXIDEAS,,33.00,0.00,"(9,786.86)",(33.00),0.00,GST
02 Mar 2026,Spend Money,Icare Workers Insurance,,70.06,0.00,"(9,856.92)",(70.06),0.00,GST
12 Mar 2026,Receive Money,ATO - Dec 25 BAS,,0.00,"8,811.00","(1,045.92)","8,811.00",0.00,GST
19 Mar 2026,Spend Money,A J Duffy,,350.10,0.00,"(1,396.02)",(350.10),0.00,GST
31 Mar 2026,Spend Money,TAXIDEAS,,25.00,0.00,"(1,421.02)",(25.00),0.00,GST
31 Mar 2026,Spend Money,Icare Workers Insurance,,70.06,0.00,"(1,491.08)",(70.06),0.00,GST
31 Mar 2026,Spend Money,Audible limited,,0.82,0.00,"(1,491.90)",(0.82),0.00,GST
31 Mar 2026,Manual Journal,Julius 2026 - To reconcile GST Holding as of 31 Mar 2026,#11343,0.00,575.31,(916.59),575.31,0.00,GST
01 Apr 2026,Spend Money,TAXIDEAS,,33.00,0.00,(949.59),(33.00),0.00,GST
30 Apr 2026,Spend Money,Icare Workers Insurance,,70.06,0.00,"(1,019.65)",(70.06),0.00,GST
01 May 2026,Spend Money,TAXIDEAS,,33.00,0.00,"(1,052.65)",(33.00),0.00,GST
01 May 2026,Receive Money,Reimburseaccoutant AUSTGRADE TO,,0.00,33.00,"(1,019.65)",33.00,0.00,GST
01 May 2026,Spend Money,Audible limited,,0.82,0.00,"(1,020.47)",(0.82),0.00,GST
22 May 2026,Receive Money,WCIF Refunds,,0.00,116.87,(903.60),116.87,0.00,GST
Total 820 - GST,,,,"27,188.75","26,285.15",(903.60),(903.60),0.00,
,,,,,,,,,
820.04 - GST - Lodged,,,,,,,,,
31 Mar 2026,Manual Journal,Julius 2026 - To separate Jun 25 BAS Amendment,#11339,"14,500.00",0.00,"(14,500.00)","(14,500.00)",0.00,GST - Lodged
30 Jun 2026,Manual Journal,being to reconcile ICA account - being to reconcile ICA account,#11362,0.00,"14,500.00",0.00,"14,500.00",0.00,GST - Lodged
Total 820.04 - GST - Lodged,,,,"14,500.00","14,500.00",0.00,0.00,0.00,
,,,,,,,,,
821 - GST Holding,,,,,,,,,
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile GST Holding as of 30 Sep 2025,#10988,"2,243.78",0.00,"(2,243.78)","(2,243.78)",0.00,GST Holding
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile GST Holding as of 31 Dec 2025,#11286,0.00,"2,369.30",125.52,"2,369.30",0.00,GST Holding
31 Mar 2026,Manual Journal,Julius 2026 - To reconcile GST Holding as of 31 Mar 2026,#11343,575.31,0.00,(449.79),(575.31),0.00,GST Holding
Total 821 - GST Holding,,,,"2,819.09","2,369.30",(449.79),(449.79),0.00,
,,,,,,,,,
821.1 - GST Adjustment,,,,,,,,,
31 Mar 2026,Manual Journal,Julius 2026 - To separate Jun 25 BAS Amendment,#11339,0.00,"14,500.00","14,500.00","14,500.00",0.00,GST Adjustment
Total 821.1 - GST Adjustment,,,,0.00,"14,500.00","14,500.00","14,500.00",0.00,
,,,,,,,,,
825 - PAYG Withholdings Payable,,,,,,,,,
07 Jul 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-309,0.00,"1,104.00","1,104.00","1,104.00",0.00,PAYG Withholdings Payable
21 Jul 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-311,0.00,"1,008.00","2,112.00","1,008.00",0.00,PAYG Withholdings Payable
04 Aug 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-315,0.00,932.00,"3,044.00",932.00,0.00,PAYG Withholdings Payable
18 Aug 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-316,0.00,"1,144.00","4,188.00","1,144.00",0.00,PAYG Withholdings Payable
01 Sep 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-317,0.00,"1,114.00","5,302.00","1,114.00",0.00,PAYG Withholdings Payable
15 Sep 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-318,0.00,"1,246.00","6,548.00","1,246.00",0.00,PAYG Withholdings Payable
29 Sep 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-319,0.00,"1,568.00","8,116.00","1,568.00",0.00,PAYG Withholdings Payable
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - Jul 25 IAS,#11266,"2,112.00",0.00,"6,004.00","(2,112.00)",0.00,PAYG Withholdings Payable
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - Aug 25 IAS,#11266,"2,076.00",0.00,"3,928.00","(2,076.00)",0.00,PAYG Withholdings Payable
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - June 25 BAS,#11266,"2,934.00",0.00,994.00,"(2,934.00)",0.00,PAYG Withholdings Payable
13 Oct 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-320,0.00,"1,228.00","2,222.00","1,228.00",0.00,PAYG Withholdings Payable
27 Oct 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-321,0.00,"1,422.00","3,644.00","1,422.00",0.00,PAYG Withholdings Payable
10 Nov 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-322,0.00,"1,422.00","5,066.00","1,422.00",0.00,PAYG Withholdings Payable
24 Nov 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-323,0.00,"1,786.00","6,852.00","1,786.00",0.00,PAYG Withholdings Payable
08 Dec 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-324,0.00,"1,488.00","8,340.00","1,488.00",0.00,PAYG Withholdings Payable
22 Dec 2025,Payroll Expense,Tax,Payroll Expense Journal - PD-325,0.00,"1,334.00","9,674.00","1,334.00",0.00,PAYG Withholdings Payable
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Oct 25 IAS,#11264,"2,650.00",0.00,"7,024.00","(2,650.00)",0.00,PAYG Withholdings Payable
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Sep 25 BAS,#11264,"3,928.00",0.00,"3,096.00","(3,928.00)",0.00,PAYG Withholdings Payable
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Nov 25 IAS,#11264,"3,208.00",0.00,(112.00),"(3,208.00)",0.00,PAYG Withholdings Payable
05 Jan 2026,Payroll Expense,Tax,Payroll Expense Journal - PD-326,0.00,36.00,(76.00),36.00,0.00,PAYG Withholdings Payable
19 Jan 2026,Payroll Expense,Tax,Payroll Expense Journal - PD-327,0.00,"1,130.00","1,054.00","1,130.00",0.00,PAYG Withholdings Payable
02 Feb 2026,Payroll Expense,Tax,Payroll Expense Journal - PD-328,0.00,"1,400.00","2,454.00","1,400.00",0.00,PAYG Withholdings Payable
12 Mar 2026,Receive Money,ATO - Jan 26 IAS,,"1,166.00",0.00,"1,288.00","(1,166.00)",0.00,PAYG Withholdings Payable
12 Mar 2026,Receive Money,ATO - Dec 25 BAS,,"2,822.00",0.00,"(1,534.00)","(2,822.00)",0.00,PAYG Withholdings Payable
Total 825 - PAYG Withholdings Payable,,,,"20,896.00","19,362.00","(1,534.00)","(1,534.00)",0.00,
,,,,,,,,,
826 - Superannuation Payable,,,,,,,,,
07 Jul 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-309,0.00,"1,292.96","1,292.96","1,292.96",0.00,Superannuation Payable
11 Jul 2025,Spend Money,SuperChoice,,"1,292.96",0.00,0.00,"(1,292.96)",0.00,Superannuation Payable
21 Jul 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-311,0.00,"1,267.18","1,267.18","1,267.18",0.00,Superannuation Payable
21 Jul 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-313,0.00,71.19,"1,338.37",71.19,0.00,Superannuation Payable
24 Jul 2025,Spend Money,SuperChoice,,"1,267.18",0.00,71.19,"(1,267.18)",0.00,Superannuation Payable
04 Aug 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-315,0.00,"1,017.31","1,088.50","1,017.31",0.00,Superannuation Payable
06 Aug 2025,Spend Money,SuperChoice,,"1,088.50",0.00,0.00,"(1,088.50)",0.00,Superannuation Payable
18 Aug 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-316,0.00,"1,297.70","1,297.70","1,297.70",0.00,Superannuation Payable
21 Aug 2025,Spend Money,SuperChoice,,"1,297.70",0.00,0.00,"(1,297.70)",0.00,Superannuation Payable
01 Sep 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-317,0.00,"1,129.27","1,129.27","1,129.27",0.00,Superannuation Payable
03 Sep 2025,Spend Money,SuperChoice,,"1,129.27",0.00,0.00,"(1,129.27)",0.00,Superannuation Payable
15 Sep 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-318,0.00,"1,407.81","1,407.81","1,407.81",0.00,Superannuation Payable
29 Sep 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-319,0.00,"1,540.74","2,948.55","1,540.74",0.00,Superannuation Payable
01 Oct 2025,Spend Money,SuperChoice,,"2,948.55",0.00,0.00,"(2,948.55)",0.00,Superannuation Payable
13 Oct 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-320,0.00,"1,396.31","1,396.31","1,396.31",0.00,Superannuation Payable
15 Oct 2025,Spend Money,SuperChoice,,"1,396.31",0.00,0.00,"(1,396.31)",0.00,Superannuation Payable
27 Oct 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-321,0.00,"1,372.48","1,372.48","1,372.48",0.00,Superannuation Payable
28 Oct 2025,Spend Money,SuperChoice,,"1,372.48",0.00,0.00,"(1,372.48)",0.00,Superannuation Payable
10 Nov 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-322,0.00,"1,488.91","1,488.91","1,488.91",0.00,Superannuation Payable
12 Nov 2025,Spend Money,SuperChoice,,"1,488.91",0.00,0.00,"(1,488.91)",0.00,Superannuation Payable
24 Nov 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-323,0.00,"1,660.85","1,660.85","1,660.85",0.00,Superannuation Payable
26 Nov 2025,Spend Money,SuperChoice,,"1,660.85",0.00,0.00,"(1,660.85)",0.00,Superannuation Payable
08 Dec 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-324,0.00,"1,460.67","1,460.67","1,460.67",0.00,Superannuation Payable
10 Dec 2025,Spend Money,SuperChoice,,"1,460.67",0.00,0.00,"(1,460.67)",0.00,Superannuation Payable
22 Dec 2025,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-325,0.00,"1,397.75","1,397.75","1,397.75",0.00,Superannuation Payable
05 Jan 2026,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-326,0.00,324.58,"1,722.33",324.58,0.00,Superannuation Payable
07 Jan 2026,Spend Money,SuperChoice,,"1,722.33",0.00,0.00,"(1,722.33)",0.00,Superannuation Payable
19 Jan 2026,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-327,0.00,"1,415.64","1,415.64","1,415.64",0.00,Superannuation Payable
21 Jan 2026,Spend Money,SuperChoice,,"1,415.64",0.00,0.00,"(1,415.64)",0.00,Superannuation Payable
02 Feb 2026,Payroll Expense,Superannuation Liability,Payroll Expense Journal - PD-328,0.00,"1,505.75","1,505.75","1,505.75",0.00,Superannuation Payable
05 Feb 2026,Spend Money,SuperChoice,,"1,505.75",0.00,0.00,"(1,505.75)",0.00,Superannuation Payable
Total 826 - Superannuation Payable,,,,"21,047.10","21,047.10",0.00,0.00,0.00,
,,,,,,,,,
830 - Provision for Income Tax,,,,,,,,,
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Sep 25 BAS,#11264,"2,860.00",0.00,"(2,860.00)","(2,860.00)",0.00,Provision for Income Tax
12 Mar 2026,Receive Money,ATO - Dec 25 BAS,,"2,860.00",0.00,"(5,720.00)","(2,860.00)",0.00,Provision for Income Tax
30 Jun 2026,Manual Journal,being to reconcile ICA account - being to reconcile ICA account,#11362,368.75,0.00,"(6,088.75)",(368.75),0.00,Provision for Income Tax
Total 830 - Provision for Income Tax,,,,"6,088.75",0.00,"(6,088.75)","(6,088.75)",0.00,
,,,,,,,,,
830.01 - PAYG Instalment Payable,,,,,,,,,
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - June 25 BAS,#11266,"2,915.00",0.00,"(2,915.00)","(2,915.00)",0.00,PAYG Instalment Payable
Total 830.01 - PAYG Instalment Payable,,,,"2,915.00",0.00,"(2,915.00)","(2,915.00)",0.00,
,,,,,,,,,
831 - ATO - ICA,,,,,,,,,
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - Aug 25 IAS,#11266,0.00,"2,076.00","2,076.00","2,076.00",0.00,ATO - ICA
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - June 25 BAS,#11266,"8,001.00",0.00,"(5,925.00)","(8,001.00)",0.00,ATO - ICA
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - June 25 BAS,#11266,0.00,"5,849.00",(76.00),"5,849.00",0.00,ATO - ICA
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - ITA Transfer,#11266,"2,036.00",0.00,"(2,112.00)","(2,036.00)",0.00,ATO - ICA
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - Jul 25 IAS,#11266,0.00,"2,112.00",0.00,"2,112.00",0.00,ATO - ICA
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Oct 25 IAS,#11264,0.00,"2,650.00","2,650.00","2,650.00",0.00,ATO - ICA
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Sep 25 BAS,#11264,0.00,"2,399.00","5,049.00","2,399.00",0.00,ATO - ICA
31 Dec 2025,Manual Journal,Julius 2026 - To reconcile ATO ICA as of 31 Dec 2025 - Nov 25 IAS,#11264,0.00,"3,208.00","8,257.00","3,208.00",0.00,ATO - ICA
09 Jan 2026,Spend Money,INTERNET BPAY TAX OFFICE PAY...,,"8,257.00",0.00,0.00,"(8,257.00)",0.00,ATO - ICA
30 Jun 2026,Manual Journal,being to reconcile ICA account - being to reconcile ICA account,#11362,"14,131.25",0.00,"(14,131.25)","(14,131.25)",0.00,ATO - ICA
Total 831 - ATO - ICA,,,,"32,425.25","18,294.00","(14,131.25)","(14,131.25)",0.00,
,,,,,,,,,
832 - ATO - ITA,,,,,,,,,
18 Sep 2025,Receive Money,ATO,,0.00,928.00,928.00,928.00,0.00,ATO - ITA
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - ITA Transfer,#11266,0.00,"2,036.00","2,964.00","2,036.00",0.00,ATO - ITA
Total 832 - ATO - ITA,,,,0.00,"2,964.00","2,964.00","2,964.00",0.00,
,,,,,,,,,
850.01 - Suspense - Solar AUS Bill Payment,,,,,,,,,
01 Jul 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(8.00),(8.00),0.00,Suspense - Solar AUS Bill Payment
10 Jul 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(200.97),(192.97),0.00,Suspense - Solar AUS Bill Payment
24 Jul 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(393.94),(192.97),0.00,Suspense - Solar AUS Bill Payment
01 Aug 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(401.94),(8.00),0.00,Suspense - Solar AUS Bill Payment
07 Aug 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(594.91),(192.97),0.00,Suspense - Solar AUS Bill Payment
21 Aug 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(787.88),(192.97),0.00,Suspense - Solar AUS Bill Payment
01 Sep 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(795.88),(8.00),0.00,Suspense - Solar AUS Bill Payment
04 Sep 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(988.85),(192.97),0.00,Suspense - Solar AUS Bill Payment
18 Sep 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,"(1,181.82)",(192.97),0.00,Suspense - Solar AUS Bill Payment
30 Sep 2025,Payable Payment,Payment: AUS Solar,AUS5518N,0.00,"1,181.82",0.00,"1,181.82",0.00,Suspense - Solar AUS Bill Payment
01 Oct 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(8.00),(8.00),0.00,Suspense - Solar AUS Bill Payment
02 Oct 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(200.97),(192.97),0.00,Suspense - Solar AUS Bill Payment
16 Oct 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(393.94),(192.97),0.00,Suspense - Solar AUS Bill Payment
30 Oct 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(586.91),(192.97),0.00,Suspense - Solar AUS Bill Payment
03 Nov 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(594.91),(8.00),0.00,Suspense - Solar AUS Bill Payment
13 Nov 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(787.88),(192.97),0.00,Suspense - Solar AUS Bill Payment
27 Nov 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(980.85),(192.97),0.00,Suspense - Solar AUS Bill Payment
